candidate,case_key,source_run,group_size,group_match,candidate_status,source_text_kind,pass1_blocks_present,pass1_blocks_absent,ghost_answers,ghost_answers_with_value,false_absent
gpt-5-mini,36:7614:36-7614-0,36,4,True,complete,abstract,4,0,0,0,0
gemma4-31b,36:7614:36-7614-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-nano,36:7614:36-7614-0,36,4,True,complete,abstract,4,0,0,0,0
qwen3.5-397b,36:7614:36-7614-0,36,4,True,complete,abstract,4,0,0,0,0
deepseek-v4-flash-nothink,36:7710:36-7710-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-mini,36:7710:36-7710-0,36,4,True,complete,abstract,4,0,0,0,0
gemma4-31b,36:7710:36-7710-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-nano,36:7710:36-7710-0,36,4,False,complete,abstract,4,0,0,0,0
qwen3.5-397b,36:7710:36-7710-0,36,4,True,complete,abstract,4,0,0,0,0
deepseek-v4-flash-nothink,36:7814:36-7814-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:7814:36-7814-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:7814:36-7814-0,36,4,False,complete,abstract,3,1,0,0,0
gpt-5-nano,36:7814:36-7814-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:7814:36-7814-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:7893:36-7893-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:7893:36-7893-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:7893:36-7893-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:7893:36-7893-0,36,4,False,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:7893:36-7893-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:8040:36-8040-0,36,4,False,complete,abstract,0,4,4,4,0
gpt-5-mini,36:8040:36-8040-0,36,4,False,complete,abstract,0,4,4,4,0
gemma4-31b,36:8040:36-8040-0,36,4,True,complete,abstract,0,4,1,1,0
gpt-5-nano,36:8040:36-8040-0,36,4,False,complete,abstract,0,4,4,4,0
qwen3.5-397b,36:8040:36-8040-0,36,4,True,complete,abstract,0,4,1,1,0
deepseek-v4-flash-nothink,36:8148:36-8148-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:8148:36-8148-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:8148:36-8148-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:8148:36-8148-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:8148:36-8148-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:8173:36-8173-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:8173:36-8173-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:8173:36-8173-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:8173:36-8173-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:8173:36-8173-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:8210:36-8210-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-mini,36:8210:36-8210-0,36,4,True,complete,abstract,4,0,0,0,0
gemma4-31b,36:8210:36-8210-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-nano,36:8210:36-8210-0,36,4,True,complete,abstract,4,0,0,0,0
qwen3.5-397b,36:8210:36-8210-0,36,4,True,complete,abstract,4,0,0,0,0
deepseek-v4-flash-nothink,36:8221:36-8221-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-mini,36:8221:36-8221-0,36,4,True,complete,abstract,1,3,0,0,0
gemma4-31b,36:8221:36-8221-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-nano,36:8221:36-8221-0,36,4,False,complete,abstract,1,3,0,0,0
qwen3.5-397b,36:8221:36-8221-0,36,4,True,complete,abstract,1,3,0,0,0
deepseek-v4-flash-nothink,36:8297:36-8297-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-mini,36:8297:36-8297-0,36,4,True,complete,abstract,1,3,0,0,0
gemma4-31b,36:8297:36-8297-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-nano,36:8297:36-8297-0,36,4,False,complete,abstract,1,3,0,0,0
qwen3.5-397b,36:8297:36-8297-0,36,4,True,complete,abstract,1,3,0,0,0
deepseek-v4-flash-nothink,36:8476:36-8476-0,36,4,False,complete,abstract,4,0,0,0,0
gpt-5-mini,36:8476:36-8476-0,36,4,True,complete,abstract,4,0,0,0,0
gemma4-31b,36:8476:36-8476-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-nano,36:8476:36-8476-0,36,4,False,complete,abstract,4,0,0,0,0
qwen3.5-397b,36:8476:36-8476-0,36,4,True,complete,abstract,4,0,0,0,0
deepseek-v4-flash-nothink,36:8556:36-8556-0,36,4,False,complete,abstract,3,1,0,0,0
gpt-5-mini,36:8556:36-8556-0,36,4,False,complete,abstract,3,1,0,0,0
gemma4-31b,36:8556:36-8556-0,36,4,False,complete,abstract,3,1,0,0,0
gpt-5-nano,36:8556:36-8556-0,36,4,False,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:8556:36-8556-0,36,4,False,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:8603:36-8603-0,36,4,False,complete,abstract,4,0,0,0,1
gpt-5-mini,36:8603:36-8603-0,36,4,False,complete,abstract,4,0,0,0,1
gemma4-31b,36:8603:36-8603-0,36,4,False,complete,abstract,4,0,0,0,0
gpt-5-nano,36:8603:36-8603-0,36,4,False,complete,abstract,4,0,0,0,1
qwen3.5-397b,36:8603:36-8603-0,36,4,True,complete,abstract,4,0,0,0,0
deepseek-v4-flash-nothink,36:8734:36-8734-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-mini,36:8734:36-8734-0,36,4,True,complete,abstract,1,3,0,0,0
gemma4-31b,36:8734:36-8734-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-nano,36:8734:36-8734-0,36,4,True,complete,abstract,1,3,0,0,0
qwen3.5-397b,36:8734:36-8734-0,36,4,True,complete,abstract,1,3,0,0,0
deepseek-v4-flash-nothink,36:8865:36-8865-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-mini,36:8865:36-8865-0,36,4,True,complete,abstract,1,3,0,0,0
gemma4-31b,36:8865:36-8865-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-nano,36:8865:36-8865-0,36,4,False,complete,abstract,1,3,0,0,0
qwen3.5-397b,36:8865:36-8865-0,36,4,True,complete,abstract,1,3,0,0,0
deepseek-v4-flash-nothink,36:8949:36-8949-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-mini,36:8949:36-8949-0,36,4,True,complete,abstract,4,0,0,0,0
gemma4-31b,36:8949:36-8949-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-nano,36:8949:36-8949-0,36,4,False,complete,abstract,4,0,0,0,0
qwen3.5-397b,36:8949:36-8949-0,36,4,True,complete,abstract,4,0,0,0,0
deepseek-v4-flash-nothink,36:8980:36-8980-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-mini,36:8980:36-8980-0,36,4,True,complete,abstract,4,0,0,0,0
gemma4-31b,36:8980:36-8980-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-nano,36:8980:36-8980-0,36,4,False,complete,abstract,4,0,0,0,0
qwen3.5-397b,36:8980:36-8980-0,36,4,True,complete,abstract,4,0,0,0,0
deepseek-v4-flash-nothink,36:8983:36-8983-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:8983:36-8983-0,36,4,False,complete,abstract,3,1,0,0,0
gemma4-31b,36:8983:36-8983-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:8983:36-8983-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:8983:36-8983-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:8991:36-8991-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-mini,36:8991:36-8991-0,36,4,True,complete,abstract,1,3,0,0,0
gemma4-31b,36:8991:36-8991-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-nano,36:8991:36-8991-0,36,4,False,complete,abstract,1,3,0,0,0
qwen3.5-397b,36:8991:36-8991-0,36,4,True,complete,abstract,1,3,0,0,0
deepseek-v4-flash-nothink,36:9034:36-9034-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-mini,36:9034:36-9034-0,36,4,True,complete,abstract,4,0,0,0,0
gemma4-31b,36:9034:36-9034-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-nano,36:9034:36-9034-0,36,4,True,complete,abstract,4,0,0,0,0
qwen3.5-397b,36:9034:36-9034-0,36,4,True,complete,abstract,4,0,0,0,0
deepseek-v4-flash-nothink,36:9052:36-9052-0,36,4,True,complete,abstract,2,2,0,0,0
gpt-5-mini,36:9052:36-9052-0,36,4,True,complete,abstract,2,2,0,0,0
gemma4-31b,36:9052:36-9052-0,36,4,True,complete,abstract,2,2,0,0,0
gpt-5-nano,36:9052:36-9052-0,36,4,False,complete,abstract,2,2,0,0,1
qwen3.5-397b,36:9052:36-9052-0,36,4,True,complete,abstract,2,2,0,0,0
deepseek-v4-flash-nothink,36:9072:36-9072-0,36,4,True,complete,abstract,2,2,0,0,0
gpt-5-mini,36:9072:36-9072-0,36,4,True,complete,abstract,2,2,0,0,0
gemma4-31b,36:9072:36-9072-0,36,4,True,complete,abstract,2,2,0,0,0
gpt-5-nano,36:9072:36-9072-0,36,4,False,complete,abstract,2,2,0,0,0
qwen3.5-397b,36:9072:36-9072-0,36,4,True,complete,abstract,2,2,0,0,0
deepseek-v4-flash-nothink,36:9269:36-9269-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:9269:36-9269-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:9269:36-9269-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:9269:36-9269-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:9269:36-9269-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:9330:36-9330-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-mini,36:9330:36-9330-0,36,4,False,complete,abstract,4,0,0,0,0
gemma4-31b,36:9330:36-9330-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-nano,36:9330:36-9330-0,36,4,True,complete,abstract,4,0,0,0,0
qwen3.5-397b,36:9330:36-9330-0,36,4,True,complete,abstract,4,0,0,0,0
deepseek-v4-flash-nothink,36:9412:36-9412-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:9412:36-9412-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:9412:36-9412-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:9412:36-9412-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:9412:36-9412-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:9433:36-9433-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:9433:36-9433-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:9433:36-9433-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:9433:36-9433-0,36,4,False,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:9433:36-9433-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:9436:36-9436-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:9436:36-9436-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:9436:36-9436-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:9436:36-9436-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:9436:36-9436-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:9469:36-9469-0,36,4,False,complete,abstract,3,1,0,0,0
gpt-5-mini,36:9469:36-9469-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:9469:36-9469-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:9469:36-9469-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:9469:36-9469-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:9515:36-9515-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-mini,36:9515:36-9515-0,36,4,True,complete,abstract,1,3,0,0,0
gemma4-31b,36:9515:36-9515-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-nano,36:9515:36-9515-0,36,4,True,complete,abstract,1,3,0,0,0
qwen3.5-397b,36:9515:36-9515-0,36,4,True,complete,abstract,1,3,0,0,0
deepseek-v4-flash-nothink,36:9526:36-9526-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:9526:36-9526-0,36,4,False,complete,abstract,3,1,0,0,0
gemma4-31b,36:9526:36-9526-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:9526:36-9526-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:9526:36-9526-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:9787:36-9787-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-mini,36:9787:36-9787-0,36,4,True,complete,abstract,4,0,0,0,0
gemma4-31b,36:9787:36-9787-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-nano,36:9787:36-9787-0,36,4,False,complete,abstract,4,0,0,0,0
qwen3.5-397b,36:9787:36-9787-0,36,4,True,complete,abstract,4,0,0,0,0
deepseek-v4-flash-nothink,36:9836:36-9836-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:9836:36-9836-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:9836:36-9836-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:9836:36-9836-0,36,4,False,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:9836:36-9836-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:9935:36-9935-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:9935:36-9935-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:9935:36-9935-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:9935:36-9935-0,36,4,False,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:9935:36-9935-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:9942:36-9942-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:9942:36-9942-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:9942:36-9942-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:9942:36-9942-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:9942:36-9942-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:9977:36-9977-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-mini,36:9977:36-9977-0,36,4,True,complete,abstract,1,3,0,0,0
gemma4-31b,36:9977:36-9977-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-nano,36:9977:36-9977-0,36,4,True,complete,abstract,1,3,0,0,0
qwen3.5-397b,36:9977:36-9977-0,36,4,True,complete,abstract,1,3,0,0,0
deepseek-v4-flash-nothink,36:9990:36-9990-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-mini,36:9990:36-9990-0,36,4,True,complete,abstract,4,0,0,0,0
gemma4-31b,36:9990:36-9990-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-nano,36:9990:36-9990-0,36,4,True,complete,abstract,4,0,0,0,0
qwen3.5-397b,36:9990:36-9990-0,36,4,True,complete,abstract,4,0,0,0,0
deepseek-v4-flash-nothink,36:10055:36-10055-0,36,4,True,complete,abstract,2,2,0,0,0
gpt-5-mini,36:10055:36-10055-0,36,4,True,complete,abstract,2,2,0,0,0
gemma4-31b,36:10055:36-10055-0,36,4,True,complete,abstract,2,2,0,0,0
gpt-5-nano,36:10055:36-10055-0,36,4,False,complete,abstract,2,2,0,0,0
qwen3.5-397b,36:10055:36-10055-0,36,4,True,complete,abstract,2,2,0,0,0
deepseek-v4-flash-nothink,36:10075:36-10075-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-mini,36:10075:36-10075-0,36,4,True,complete,abstract,1,3,0,0,0
gemma4-31b,36:10075:36-10075-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-nano,36:10075:36-10075-0,36,4,False,complete,abstract,1,3,0,0,0
qwen3.5-397b,36:10075:36-10075-0,36,4,True,complete,abstract,1,3,0,0,0
deepseek-v4-flash-nothink,36:10505:36-10505-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:10505:36-10505-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:10505:36-10505-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:10505:36-10505-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:10505:36-10505-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:10598:36-10598-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:10598:36-10598-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:10598:36-10598-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:10598:36-10598-0,36,4,False,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:10598:36-10598-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:10605:36-10605-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:10605:36-10605-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:10605:36-10605-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:10605:36-10605-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:10605:36-10605-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:10621:36-10621-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-mini,36:10621:36-10621-0,36,4,True,complete,abstract,4,0,0,0,0
gemma4-31b,36:10621:36-10621-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-nano,36:10621:36-10621-0,36,4,True,complete,abstract,4,0,0,0,0
qwen3.5-397b,36:10621:36-10621-0,36,4,True,complete,abstract,4,0,0,0,0
deepseek-v4-flash-nothink,36:10636:36-10636-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:10636:36-10636-0,36,4,False,complete,abstract,3,1,0,0,0
gemma4-31b,36:10636:36-10636-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:10636:36-10636-0,36,4,False,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:10636:36-10636-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:10821:36-10821-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:10821:36-10821-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:10821:36-10821-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:10821:36-10821-0,36,4,False,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:10821:36-10821-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:10870:36-10870-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-mini,36:10870:36-10870-0,36,4,True,complete,abstract,1,3,0,0,0
gemma4-31b,36:10870:36-10870-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-nano,36:10870:36-10870-0,36,4,True,complete,abstract,1,3,0,0,0
qwen3.5-397b,36:10870:36-10870-0,36,4,True,complete,abstract,1,3,0,0,0
deepseek-v4-flash-nothink,36:10942:36-10942-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:10942:36-10942-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:10942:36-10942-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:10942:36-10942-0,36,4,False,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:10942:36-10942-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:11006:36-11006-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:11006:36-11006-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:11006:36-11006-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:11006:36-11006-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:11006:36-11006-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:11057:36-11057-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-mini,36:11057:36-11057-0,36,4,True,complete,abstract,4,0,0,0,0
gemma4-31b,36:11057:36-11057-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-nano,36:11057:36-11057-0,36,4,True,complete,abstract,4,0,0,0,0
qwen3.5-397b,36:11057:36-11057-0,36,4,True,complete,abstract,4,0,0,0,0
deepseek-v4-flash-nothink,36:11070:36-11070-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:11070:36-11070-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:11070:36-11070-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:11070:36-11070-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:11070:36-11070-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:11096:36-11096-0,36,4,False,complete,abstract,4,0,0,0,0
gpt-5-mini,36:11096:36-11096-0,36,4,True,complete,abstract,4,0,0,0,0
gemma4-31b,36:11096:36-11096-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-nano,36:11096:36-11096-0,36,4,True,complete,abstract,4,0,0,0,0
qwen3.5-397b,36:11096:36-11096-0,36,4,True,complete,abstract,4,0,0,0,0
deepseek-v4-flash-nothink,36:11131:36-11131-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:11131:36-11131-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:11131:36-11131-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:11131:36-11131-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:11131:36-11131-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:11160:36-11160-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:11160:36-11160-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:11160:36-11160-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:11160:36-11160-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:11160:36-11160-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:11222:36-11222-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-mini,36:11222:36-11222-0,36,4,True,complete,abstract,1,3,0,0,0
gemma4-31b,36:11222:36-11222-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-nano,36:11222:36-11222-0,36,4,False,complete,abstract,1,3,0,0,0
qwen3.5-397b,36:11222:36-11222-0,36,4,True,complete,abstract,1,3,0,0,0
deepseek-v4-flash-nothink,36:11279:36-11279-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:11279:36-11279-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:11279:36-11279-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:11279:36-11279-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:11279:36-11279-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:11310:36-11310-0,36,4,False,complete,abstract,1,3,0,0,0
gpt-5-mini,36:11310:36-11310-0,36,4,True,complete,abstract,1,3,0,0,0
gemma4-31b,36:11310:36-11310-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-nano,36:11310:36-11310-0,36,4,False,complete,abstract,1,3,0,0,0
qwen3.5-397b,36:11310:36-11310-0,36,4,True,complete,abstract,1,3,0,0,0
deepseek-v4-flash-nothink,36:11338:36-11338-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:11338:36-11338-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:11338:36-11338-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:11338:36-11338-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:11338:36-11338-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:11395:36-11395-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:11395:36-11395-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:11395:36-11395-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:11395:36-11395-0,36,4,False,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:11395:36-11395-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:11620:36-11620-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:11620:36-11620-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:11620:36-11620-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:11620:36-11620-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:11620:36-11620-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:11631:36-11631-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:11631:36-11631-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:11631:36-11631-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:11631:36-11631-0,36,4,False,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:11631:36-11631-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:11795:36-11795-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:11795:36-11795-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:11795:36-11795-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:11795:36-11795-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:11795:36-11795-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:12002:36-12002-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:12002:36-12002-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:12002:36-12002-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:12002:36-12002-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:12002:36-12002-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:12153:36-12153-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:12153:36-12153-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:12153:36-12153-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:12153:36-12153-0,36,4,True,complete,abstract,3,1,0,0,0
